"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Ag.2L.1488.0_CDS_at",-0.0589955800283299,2.83830498299337,-1.01121517545218,0.324773327530381,0.997469446747738,-4.88074177626212
"Ag.X.48.0_CDS_at",0.0637715080784103,3.14427813761866,1.01115009412998,0.324803659542689,0.997469446747738,-4.88078961446065
"Ag.2R.309.0_CDS_at",0.0461636855266502,2.97824913176715,1.01090154378944,0.324919518069378,0.997469446747738,-4.8809722874385
"Ag.X.1064.0_CDS_at",0.0457831465497465,2.96519760058007,1.01074010588559,0.324994785839398,0.997469446747738,-4.88109091591744
"AF250762.1_RC_at",0.0858177186451133,2.89051340107471,1.01070654945727,0.325010432512898,0.997469446747738,-4.88111557192717
"Ag.UNKN.638.0_CDS_at",0.0454012387826533,2.87052832529596,1.01054855590736,0.325084108784681,0.997469446747738,-4.88123165012868
"Ag.3R.1159.1_CDS_s_at",-0.0581882842591318,2.76017020287803,-1.01042642887045,0.32514106767345,0.997469446747738,-4.88132136632349
"Ag.X.602.0_CDS_at",-0.0521097914414799,2.75245618421815,-1.01040801120942,0.32514965810474,0.997469446747738,-4.88133489537227
"Pf.10.286.0_CDS_at",0.0487442303742521,2.50661022487251,1.01036546969184,0.325169501081876,0.997469446747738,-4.8813661442471
"Ag.2R.1013.0_UTR_s_at",-0.0781304441997205,2.88703513490965,-1.01035346040973,0.325175102820695,0.997469446747738,-4.88137496545925
"Ag.UNKN.993.0_CDS_at",0.0595879259349095,3.02560637680056,1.01024685782369,0.325224830654868,0.997469446747738,-4.88145326456716
"Ag.2R.1338.0_CDS_at",0.0645023391841255,3.15853852365518,1.01022649464958,0.325234330250152,0.997469446747738,-4.88146822040817
"Ag.2R.2599.0_CDS_at",-0.0487204571866433,3.15085930018462,-1.0101466141541,0.325271597071014,0.997469446747738,-4.88152688653206
"Ag.3R.1046.0_CDS_at",0.08480252913703,3.65583402419049,1.01005135348197,0.325316043166482,0.997469446747738,-4.88159684295208
"Ag.2R.73.0_CDS_a_at",0.0601620462123051,3.30090353005381,1.00999949756336,0.325340239554471,0.997469446747738,-4.88163492188665
"AF008981.1_x_at",-0.0489726133581144,2.75034127412264,-1.00990590579159,0.325383913431139,0.997469446747738,-4.8817036440711
"Ag.X.899.0_CDS_s_at",0.0617588697390283,2.86824117892796,1.0097900751312,0.32543797062362,0.997469446747738,-4.88178868807424
"Ag.X.394.0_CDS_a_at",-0.0574804135801921,2.92667239519171,-1.00976189944674,0.325451120933137,0.997469446747738,-4.8818093736556
"Ag.3R.230.0_UTR_a_at",-0.0746627261039199,3.56765205574302,-1.00974452309114,0.325459231107172,0.997469446747738,-4.88182213050535
"Ag.3R.950.0_CDS_at",-0.0677422921008,3.21986956130315,-1.00973373898295,0.325464264512248,0.997469446747738,-4.88183004756138
